tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
2994.00;305873958#3-AddedOnRampEdge_3;99.87;22.58;2943.00;0.16;28718647#1_0;5.10;23.60;tripinfo_198 emissions_198 ssm_198 fcd_198;51.00;198;0;775.35;1.06;0.00;17.53;DEFAULT_VEHTYPE;;1;2.00;209581.59;2188.51;14.65;78.12;20.34;0.00;67942.97
2995.00;305873958#3-AddedOnRampEdge_2;99.87;25.57;2952.00;0.39;28718647#1_0;5.10;25.74;tripinfo_120 emissions_120 ssm_120 fcd_120;43.00;120;0;775.35;1.16;0.00;12.49;DEFAULT_VEHTYPE;;0;0.00;232046.18;2963.81;19.78;91.46;22.09;0.00;75225.36
2996.00;10873191#5_3;21.02;14.85;2508.00;0.86;690516091#0_0;5.10;26.40;tripinfo_952 emissions_952 ssm_952 fcd_952;488.00;952;0;714.43;0.95;0.00;459.30;DEFAULT_VEHTYPE;;10;349.00;853013.72;1629.64;10.93;329.65;17.56;0.00;276539.79
2996.00;10873191#5_2;21.02;15.03;2532.00;0.68;690516091#0_0;5.10;30.71;tripinfo_983 emissions_983 ssm_983 fcd_983;464.00;983;0;714.43;1.11;0.00;439.64;DEFAULT_VEHTYPE;;8;369.00;825835.80;1760.14;11.83;318.56;17.46;0.00;267728.77
2996.00;10873191#5_1;21.02;12.93;2613.00;0.37;690516091#0_0;5.10;26.56;tripinfo_955 emissions_955 ssm_955 fcd_955;383.00;955;0;714.43;0.96;0.00;355.21;DEFAULT_VEHTYPE;;14;250.00;663995.63;1440.98;9.69;251.94;16.58;0.00;215261.23
2996.00;10873191#5_0;21.02;15.31;2624.00;0.62;690516091#0_0;5.10;32.65;tripinfo_947 emissions_947 ssm_947 fcd_947;372.00;947;0;714.43;1.18;0.00;349.08;DEFAULT_VEHTYPE;;10;224.00;661240.40;1379.06;9.20;250.44;13.17;0.00;214367.83
2998.00;10873191#5_2;21.02;16.37;2480.00;0.02;690516091#0_0;5.10;21.70;tripinfo_1123 emissions_1123 ssm_1123 fcd_1123;518.00;1123;0;714.43;0.78;0.00;483.18;DEFAULT_VEHTYPE;;10;420.00;904529.14;1532.14;10.24;347.74;17.50;0.00;293240.73
2998.00;10873191#5_3;21.02;16.70;2502.00;0.06;690516091#0_0;5.10;25.10;tripinfo_1140 emissions_1140 ssm_1140 fcd_1140;496.00;1140;0;714.43;0.90;0.00;466.00;DEFAULT_VEHTYPE;;13;353.00;855818.54;1471.68;9.90;330.45;17.77;0.00;277449.32
2999.00;10873191#5_1;21.02;15.11;2578.00;0.26;690516091#0_0;5.10;25.00;tripinfo_1051 emissions_1051 ssm_1051 fcd_1051;421.00;1051;0;714.43;0.90;0.00;390.66;DEFAULT_VEHTYPE;;9;268.00;725439.13;1368.61;9.21;279.40;16.92;0.00;235181.30
3000.00;10873191#5_3;21.02;16.83;2501.00;0.80;50211834#0_0;5.10;29.04;tripinfo_1872 emissions_1872 ssm_1872 fcd_1872;499.00;1872;0;643.12;1.05;0.00;474.95;DEFAULT_VEHTYPE;;10;409.00;885565.75;1571.52;10.51;339.32;16.09;0.00;287092.76
3000.00;10873191#5_2;21.02;15.79;2517.00;0.95;690516091#0_0;5.10;22.48;tripinfo_1018 emissions_1018 ssm_1018 fcd_1018;483.00;1018;0;714.43;0.81;0.00;449.57;DEFAULT_VEHTYPE;;12;364.00;832801.50;1384.86;9.24;316.31;15.77;0.00;269986.78
3001.00;10873191#5_3;21.02;16.01;2589.00;0.41;690516091#0_0;5.10;32.78;tripinfo_931 emissions_931 ssm_931 fcd_931;412.00;931;0;714.43;1.18;0.00;389.55;DEFAULT_VEHTYPE;;9;304.00;720092.55;1419.90;9.49;272.62;13.31;0.00;233447.41
3023.00;305873958#3-AddedOnRampEdge_2;99.87;21.26;2983.00;0.95;28718647#1_0;5.10;21.97;tripinfo_119 emissions_119 ssm_119 fcd_119;40.00;119;0;775.35;0.99;0.00;4.57;DEFAULT_VEHTYPE;;0;0.00;155028.99;1748.79;11.78;59.37;19.86;0.00;50258.08
3086.00;305873958#3-AddedOnRampEdge_2;99.87;19.45;3042.00;0.53;28718647#1_0;5.10;19.60;tripinfo_241 emissions_241 ssm_241 fcd_241;44.00;241;0;775.35;0.88;0.00;3.80;DEFAULT_VEHTYPE;;0;0.00;150639.84;1497.10;10.09;56.86;20.41;0.00;48835.34
3092.00;305873958#3-AddedOnRampEdge_2;99.87;23.77;3055.00;0.59;28718647#1_0;5.10;26.52;tripinfo_150 emissions_150 ssm_150 fcd_150;37.00;150;0;775.35;1.19;0.00;7.57;DEFAULT_VEHTYPE;;0;0.00;178162.81;2314.84;15.60;69.70;20.85;0.00;57757.47
3100.00;305873958#3-AddedOnRampEdge_2;99.87;23.76;3061.00;0.92;28718647#1_0;5.10;23.88;tripinfo_281 emissions_281 ssm_281 fcd_281;39.00;281;0;775.35;1.07;0.00;5.68;DEFAULT_VEHTYPE;;0;0.00;171765.70;2101.47;14.15;66.64;20.87;0.00;55683.73
3110.00;305873958#3-AddedOnRampEdge_3;99.87;22.69;3070.00;0.36;28718647#1_3;5.10;22.90;tripinfo_217 emissions_217 ssm_217 fcd_217;40.00;217;0;775.35;1.03;0.00;5.45;DEFAULT_VEHTYPE;;0;0.00;164674.23;1887.59;12.74;63.18;21.62;0.00;53384.94
3116.00;305873958#3-AddedOnRampEdge_3;99.87;20.44;3073.00;0.36;28718647#1_4;5.10;21.18;tripinfo_79 emissions_79 ssm_79 fcd_79;43.00;79;0;775.35;0.95;0.00;5.52;DEFAULT_VEHTYPE;;0;0.00;152986.61;1596.85;10.77;57.83;20.15;0.00;49596.06
3117.00;305873958#3-AddedOnRampEdge_2;99.87;19.84;3073.00;0.57;28718647#1_0;5.10;20.25;tripinfo_124 emissions_124 ssm_124 fcd_124;44.00;124;0;775.35;0.91;0.00;5.69;DEFAULT_VEHTYPE;;0;0.00;151542.21;1563.39;10.49;57.09;18.28;0.00;49127.73
3152.00;10873193#2_0;224.37;21.34;2538.00;0.99;50211834#0_1;5.10;27.86;tripinfo_1495 emissions_1495 ssm_1495 fcd_1495;614.00;1495;0;814.02;1.00;0.00;579.72;DEFAULT_VEHTYPE;;7;556.00;1036117.38;1998.75;13.44;413.01;19.35;0.00;335901.71
3172.00;305873958#3-AddedOnRampEdge_2;99.87;23.35;3091.00;0.64;28718647#1_0;5.10;24.28;tripinfo_290 emissions_290 ssm_290 fcd_290;81.00;290;0;775.35;1.09;0.00;48.32;DEFAULT_VEHTYPE;;1;32.00;265460.30;2401.60;16.06;101.11;20.30;0.00;86058.32
3173.00;305873958#3-AddedOnRampEdge_3;99.87;21.78;3097.00;0.29;28718647#1_0;5.10;22.40;tripinfo_132 emissions_132 ssm_132 fcd_132;76.00;132;0;775.35;1.01;0.00;40.66;DEFAULT_VEHTYPE;;1;26.00;247263.07;2082.72;13.95;92.52;21.34;0.00;80159.13
3174.00;305873958#3-AddedOnRampEdge_3;99.87;19.52;3127.00;0.99;28718647#1_0;5.10;20.80;tripinfo_114 emissions_114 ssm_114 fcd_114;47.00;114;0;775.35;0.94;0.00;9.70;DEFAULT_VEHTYPE;;0;0.00;178202.10;1788.79;11.98;66.37;19.37;0.00;57770.42
3204.00;10873193#2_0;224.37;18.83;2523.00;0.50;50211834#0_0;5.10;23.75;tripinfo_1671 emissions_1671 ssm_1671 fcd_1671;681.00;1671;0;807.19;0.86;0.00;642.31;DEFAULT_VEHTYPE;;4;624.00;1109235.63;1552.59;10.44;442.59;18.01;0.00;359606.93
3208.00;10873193#2_0;224.37;19.70;2478.00;0.13;50211834#0_0;5.10;25.55;tripinfo_1652 emissions_1652 ssm_1652 fcd_1652;730.00;1652;0;807.19;0.92;0.00;690.91;DEFAULT_VEHTYPE;;4;671.00;1200554.18;1700.83;11.45;477.92;19.18;0.00;389211.55
3211.00;10873193#2_0;224.37;19.07;2534.00;0.73;50211834#0_0;5.10;24.69;tripinfo_1701 emissions_1701 ssm_1701 fcd_1701;677.00;1701;0;822.42;0.89;0.00;636.62;DEFAULT_VEHTYPE;;8;603.00;1137501.04;1776.75;11.90;448.54;19.22;0.00;368769.44
3212.00;10873193#2_0;224.37;21.88;2588.00;0.62;50211834#0_1;5.10;28.92;tripinfo_1724 emissions_1724 ssm_1724 fcd_1724;624.00;1724;0;822.42;1.04;0.00;589.49;DEFAULT_VEHTYPE;;6;521.00;1075141.44;2146.15;14.32;423.60;19.03;0.00;348552.35
3215.00;10873193#2_0;224.37;22.13;2542.00;0.67;50211834#0_2;5.10;27.83;tripinfo_1707 emissions_1707 ssm_1707 fcd_1707;673.00;1707;0;818.40;1.00;0.00;636.82;DEFAULT_VEHTYPE;;5;612.00;1146883.50;2156.66;14.50;454.80;21.17;0.00;371811.17
3218.00;10873193#2_0;224.37;21.67;1385.00;35.42;29181613#1_3;5.10;0.38;tripinfo_489 emissions_489 ssm_489 fcd_489;1833.00;489;0;791.06;0.98;0.00;1797.80;DEFAULT_VEHTYPE;;64;1602.00;2925634.77;1790.27;11.91;1154.56;20.58;0.00;948471.40
3224.00;10873193#2_0;224.37;19.91;1716.00;277.31;29181613#1_3;5.10;0.14;tripinfo_552 emissions_552 ssm_552 fcd_552;1508.00;552;0;738.18;0.95;0.00;1472.08;DEFAULT_VEHTYPE;;48;1348.00;2417370.10;1734.61;11.55;957.58;18.39;0.00;783695.26
3228.00;10873193#2_0;224.37;19.91;2550.00;0.65;50211834#0_2;5.10;25.06;tripinfo_1693 emissions_1693 ssm_1693 fcd_1693;678.00;1693;0;825.23;0.90;0.00;638.68;DEFAULT_VEHTYPE;;11;593.00;1143888.38;1676.61;11.25;448.41;19.82;0.00;370839.92
3229.00;305873958#3-AddedOnRampEdge_3;99.87;24.68;2915.00;0.64;690516091#0_0;5.10;31.16;tripinfo_1378 emissions_1378 ssm_1378 fcd_1378;314.00;1378;0;654.28;1.12;0.00;289.54;DEFAULT_VEHTYPE;;3;264.00;617978.56;2296.32;15.41;242.03;18.22;0.00;200342.83
3230.00;10873193#2_0;224.37;20.92;2593.00;0.11;50211834#0_1;5.10;26.80;tripinfo_1685 emissions_1685 ssm_1685 fcd_1685;637.00;1685;0;825.23;0.96;0.00;599.31;DEFAULT_VEHTYPE;;12;547.00;1086378.84;1820.99;12.24;425.28;21.46;0.00;352195.58
3233.00;305873958#3-AddedOnRampEdge_3;99.87;24.13;2945.00;0.65;690516091#0_0;5.10;30.83;tripinfo_1344 emissions_1344 ssm_1344 fcd_1344;288.00;1344;0;654.28;1.11;0.00;263.32;DEFAULT_VEHTYPE;;1;245.00;569399.12;2235.32;14.96;224.28;17.06;0.00;184593.85
3236.00;10873193#2_0;224.37;22.11;2597.00;0.89;50211834#0_2;5.10;28.62;tripinfo_1682 emissions_1682 ssm_1682 fcd_1682;639.00;1682;0;825.23;1.03;0.00;604.15;DEFAULT_VEHTYPE;;9;547.00;1096692.58;1986.96;13.38;430.52;22.14;0.00;355539.29
3236.00;305873958#3-AddedOnRampEdge_2;99.87;24.86;3005.00;0.74;690516091#0_0;5.10;31.89;tripinfo_1287 emissions_1287 ssm_1287 fcd_1287;231.00;1287;0;654.28;1.15;0.00;206.36;DEFAULT_VEHTYPE;;1;188.00;496643.62;2413.01;16.15;194.57;17.87;0.00;161006.62
3238.00;305873958#3-AddedOnRampEdge_3;99.87;21.72;3094.00;0.05;690516091#0_0;5.10;28.60;tripinfo_1342 emissions_1342 ssm_1342 fcd_1342;144.00;1342;0;654.28;1.03;0.00;117.34;DEFAULT_VEHTYPE;;1;100.00;330622.79;1785.45;11.98;126.23;16.35;0.00;107184.24
3247.00;305873958#3-AddedOnRampEdge_3;99.87;15.89;3136.00;0.69;690516091#0_0;5.10;20.40;tripinfo_1329 emissions_1329 ssm_1329 fcd_1329;111.00;1329;0;654.28;0.73;0.00;74.32;DEFAULT_VEHTYPE;;1;57.00;250621.23;1196.04;8.00;91.74;14.68;0.00;81248.49
3249.00;305873958#3-AddedOnRampEdge_3;99.87;19.64;3150.00;0.29;690516091#0_0;5.10;29.43;tripinfo_1403 emissions_1403 ssm_1403 fcd_1403;99.00;1403;0;654.28;1.06;0.00;73.00;DEFAULT_VEHTYPE;;1;48.00;258386.92;1718.61;11.52;96.93;16.27;0.00;83765.71
3251.00;10873193#2_2;224.37;22.28;2618.00;0.53;50211834#0_2;5.10;29.06;tripinfo_1458 emissions_1458 ssm_1458 fcd_1458;633.00;1458;0;825.23;1.05;0.00;599.15;DEFAULT_VEHTYPE;;12;536.00;1104418.04;2378.78;15.88;434.71;20.53;0.00;358043.27
3251.00;305873958#3-AddedOnRampEdge_3;99.87;21.79;3177.00;0.26;690516091#0_0;5.10;27.60;tripinfo_1233 emissions_1233 ssm_1233 fcd_1233;74.00;1233;0;654.28;0.99;0.00;46.63;DEFAULT_VEHTYPE;;1;22.00;236169.26;1860.58;12.48;86.53;17.82;0.00;76562.72
3255.00;10873193#2_1;224.37;22.08;2619.00;0.32;50211834#0_0;5.10;26.17;tripinfo_1633 emissions_1633 ssm_1633 fcd_1633;636.00;1633;0;815.59;1.05;0.00;602.25;DEFAULT_VEHTYPE;;10;530.00;1086681.59;2023.79;13.48;425.64;18.34;0.00;352293.55
3256.00;10873193#2_0;224.37;19.14;2609.00;0.12;50211834#0_1;5.10;24.73;tripinfo_1638 emissions_1638 ssm_1638 fcd_1638;647.00;1638;0;825.23;0.89;0.00;606.78;DEFAULT_VEHTYPE;;12;535.00;1100576.03;1828.45;12.22;430.17;19.96;0.00;356798.23
3256.00;10873191#5_3;21.02;15.64;2617.00;0.79;690516091#0_0;5.10;31.39;tripinfo_1053 emissions_1053 ssm_1053 fcd_1053;639.00;1053;0;714.43;1.13;0.00;614.89;DEFAULT_VEHTYPE;;13;503.00;1089501.99;1943.72;13.05;424.43;17.51;0.00;353207.76
3256.00;10873191#5_0;21.02;13.12;2632.00;0.64;690516091#0_0;5.10;29.97;tripinfo_1006 emissions_1006 ssm_1006 fcd_1006;624.00;1006;0;714.43;1.08;0.00;599.32;DEFAULT_VEHTYPE;;13;493.00;1052223.97;1510.93;10.17;404.90;16.49;0.00;341122.39
3256.00;10873191#5_1;21.02;14.47;2709.00;0.53;50211834#0_2;5.10;27.26;tripinfo_1748 emissions_1748 ssm_1748 fcd_1748;547.00;1748;0;640.31;0.98;0.00;521.44;DEFAULT_VEHTYPE;;5;464.00;937361.79;1520.58;10.22;365.40;17.30;0.00;303885.60
3257.00;10873191#5_2;21.02;14.61;2467.00;0.35;50211834#0_0;5.10;24.83;tripinfo_1783 emissions_1783 ssm_1783 fcd_1783;790.00;1783;0;624.65;0.89;0.00;763.31;DEFAULT_VEHTYPE;;5;735.00;1294432.71;1652.32;11.00;514.19;12.85;0.00;419646.12
3258.00;10873191#5_1;21.02;16.01;2585.00;0.85;690516091#0_0;5.10;31.13;tripinfo_1153 emissions_1153 ssm_1153 fcd_1153;673.00;1153;0;714.43;1.12;0.00;648.80;DEFAULT_VEHTYPE;;15;556.00;1143410.44;1495.87;9.99;441.48;16.06;0.00;370684.29
3258.00;10873191#5_3;21.02;15.55;2642.00;0.13;690516091#0_0;5.10;25.71;tripinfo_1091 emissions_1091 ssm_1091 fcd_1091;616.00;1091;0;714.43;0.93;0.00;586.68;DEFAULT_VEHTYPE;;10;513.00;1061614.11;1576.09;10.59;408.53;18.36;0.00;344166.72
3258.00;10873191#5_0;21.02;13.83;2736.00;0.05;690516091#0_0;5.10;29.79;tripinfo_961 emissions_961 ssm_961 fcd_961;522.00;961;0;714.43;1.07;0.00;497.19;DEFAULT_VEHTYPE;;9;417.00;889888.25;1435.16;9.60;341.16;13.76;0.00;288494.07
3259.00;10873191#5_2;21.02;16.25;2620.00;0.42;690516091#0_0;5.10;25.63;tripinfo_987 emissions_987 ssm_987 fcd_987;639.00;987;0;714.43;0.92;0.00;609.67;DEFAULT_VEHTYPE;;13;532.00;1093907.46;1682.62;11.26;424.11;17.99;0.00;354636.07
3260.00;10873191#5_3;21.02;16.81;2649.00;0.36;690516091#0_3;5.10;27.71;tripinfo_1096 emissions_1096 ssm_1096 fcd_1096;611.00;1096;0;714.43;1.00;0.00;583.82;DEFAULT_VEHTYPE;;10;474.00;1027702.98;1734.12;11.61;399.01;16.83;0.00;333172.90
3260.00;10873191#5_1;21.02;16.38;2797.00;0.60;690516091#0_0;5.10;30.55;tripinfo_1115 emissions_1115 ssm_1115 fcd_1115;463.00;1115;0;714.43;1.10;0.00;438.44;DEFAULT_VEHTYPE;;9;378.00;827813.07;1760.86;11.80;317.54;16.99;0.00;268369.69
3260.00;305873958#3-AddedOnRampEdge_2;99.87;23.02;3183.00;0.58;28718647#1_0;5.10;23.06;tripinfo_260 emissions_260 ssm_260 fcd_260;77.00;260;0;775.35;1.04;0.00;43.26;DEFAULT_VEHTYPE;;1;30.00;263205.57;2367.02;15.85;100.08;21.75;0.00;85327.49
3261.00;10873191#5_2;21.02;16.50;2649.00;0.60;690516091#0_0;5.10;27.35;tripinfo_988 emissions_988 ssm_988 fcd_988;612.00;988;0;714.43;0.98;0.00;584.32;DEFAULT_VEHTYPE;;13;469.00;1064672.00;1932.62;12.85;410.04;16.55;0.00;345157.29
3262.00;10873191#5_3;21.02;18.40;2675.00;0.12;690516091#0_2;5.10;28.99;tripinfo_1138 emissions_1138 ssm_1138 fcd_1138;587.00;1138;0;714.43;1.04;0.00;560.90;DEFAULT_VEHTYPE;;9;461.00;964315.65;1438.65;9.68;375.01;15.84;0.00;312623.63
3262.00;10873191#5_1;21.02;15.89;2909.00;0.41;690516091#0_0;5.10;28.40;tripinfo_1164 emissions_1164 ssm_1164 fcd_1164;353.00;1164;0;714.43;1.02;0.00;326.72;DEFAULT_VEHTYPE;;5;261.00;649532.88;1623.73;10.86;245.12;16.72;0.00;210572.22
3262.00;10873191#5_2;21.02;16.39;3041.00;0.52;690516091#0_4;5.10;26.95;tripinfo_1083 emissions_1083 ssm_1083 fcd_1083;221.00;1083;0;714.43;0.97;0.00;193.85;DEFAULT_VEHTYPE;;3;150.00;457805.58;1777.97;11.88;171.16;16.86;0.00;148415.62
3264.00;10873191#5_2;21.02;16.13;2738.00;0.34;690516091#0_0;5.10;24.15;tripinfo_1186 emissions_1186 ssm_1186 fcd_1186;526.00;1186;0;714.43;0.87;0.00;495.47;DEFAULT_VEHTYPE;;9;435.00;924027.13;1717.72;11.47;356.85;16.86;0.00;299561.90
3266.00;10873191#5_2;21.02;17.52;2752.00;0.19;690516091#0_0;5.10;25.56;tripinfo_1067 emissions_1067 ssm_1067 fcd_1067;514.00;1067;0;714.43;0.92;0.00;484.73;DEFAULT_VEHTYPE;;11;401.00;885842.03;1512.55;10.13;339.89;17.02;0.00;287182.48
3268.00;10873191#5_2;21.02;19.72;2996.00;0.41;690516091#0_0;5.10;30.42;tripinfo_1077 emissions_1077 ssm_1077 fcd_1077;272.00;1077;0;714.43;1.10;0.00;247.21;DEFAULT_VEHTYPE;;4;214.00;545556.22;1920.33;12.90;208.74;18.36;0.00;176863.98
3269.00;10873191#5_2;21.02;18.63;2782.00;0.84;690516091#0_0;5.10;29.19;tripinfo_1134 emissions_1134 ssm_1134 fcd_1134;487.00;1134;0;714.43;1.05;0.00;461.77;DEFAULT_VEHTYPE;;7;391.00;843741.41;1580.29;10.61;324.41;16.48;0.00;273533.85
3271.00;10873191#5_2;21.02;21.49;2675.00;0.65;690516091#0_0;5.10;23.61;tripinfo_1001 emissions_1001 ssm_1001 fcd_1001;596.00;1001;0;714.43;0.85;0.00;564.04;DEFAULT_VEHTYPE;;12;462.00;983245.29;1584.05;10.58;386.60;16.66;0.00;318760.70
3272.00;10873191#5_2;21.02;20.00;2633.00;0.56;690516091#0_0;5.10;29.66;tripinfo_1058 emissions_1058 ssm_1058 fcd_1058;639.00;1058;0;714.43;1.07;0.00;613.90;DEFAULT_VEHTYPE;;12;495.00;1081691.15;1805.03;12.10;422.38;17.25;0.00;350675.64
3274.00;10873191#5_2;21.02;21.47;2705.00;0.51;690516091#0_0;5.10;26.62;tripinfo_934 emissions_934 ssm_934 fcd_934;569.00;934;0;714.43;0.96;0.00;541.02;DEFAULT_VEHTYPE;;9;446.00;944184.59;1602.55;10.77;369.95;17.78;0.00;306097.10
3276.00;10873191#5_2;21.02;23.10;3111.00;0.02;690516091#0_0;5.10;28.74;tripinfo_1064 emissions_1064 ssm_1064 fcd_1064;165.00;1064;0;714.43;1.03;0.00;138.42;DEFAULT_VEHTYPE;;3;106.00;419156.29;2548.79;16.99;159.91;19.96;0.00;135885.11
3277.00;10873191#5_2;21.02;22.73;2766.00;0.13;690516091#0_0;5.10;27.01;tripinfo_972 emissions_972 ssm_972 fcd_972;511.00;972;0;714.43;0.97;0.00;483.26;DEFAULT_VEHTYPE;;7;388.00;881670.84;1768.65;11.84;343.85;17.36;0.00;285830.12
3279.00;10873191#5_2;21.02;25.79;2679.00;0.05;690516091#0_0;5.10;27.56;tripinfo_1128 emissions_1128 ssm_1128 fcd_1128;600.00;1128;0;714.43;0.99;0.00;572.56;DEFAULT_VEHTYPE;;10;486.00;1027321.50;2145.92;14.27;405.55;15.10;0.00;333049.12
3279.00;305873958#3-AddedOnRampEdge_2;99.87;19.09;3236.00;0.43;28718647#1_0;5.10;20.34;tripinfo_278 emissions_278 ssm_278 fcd_278;43.00;278;0;775.35;0.92;0.00;4.04;DEFAULT_VEHTYPE;;0;0.00;153564.09;1615.13;10.86;58.31;20.16;0.00;49783.27
3281.00;305873958#3-AddedOnRampEdge_0;99.87;22.18;2273.00;646.57;29181613#1_4;5.10;18.37;tripinfo_908 emissions_908 ssm_908 fcd_908;1008.00;908;0;477.81;1.02;0.00;987.54;DEFAULT_VEHTYPE;;32;896.00;1664055.44;1359.99;9.02;651.30;13.18;0.00;539474.39
3282.00;305873958#3-AddedOnRampEdge_0;99.87;23.65;638.00;0.40;29181613#1_0;5.10;20.99;tripinfo_770 emissions_770 ssm_770 fcd_770;2644.00;770;0;419.79;1.09;0.00;2623.10;DEFAULT_VEHTYPE;;15;2561.00;4091286.40;1281.15;8.50;1638.08;9.98;0.00;1326370.77
3283.00;10873191#5_2;21.02;19.25;2686.00;0.53;690516091#0_0;5.10;19.79;tripinfo_1184 emissions_1184 ssm_1184 fcd_1184;597.00;1184;0;714.43;0.71;0.00;558.72;DEFAULT_VEHTYPE;;15;493.00;998690.58;1326.64;8.87;389.47;17.00;0.00;323767.96
3284.00;10873191#5_2;21.02;22.94;2646.00;0.03;690516091#0_0;5.10;28.89;tripinfo_999 emissions_999 ssm_999 fcd_999;638.00;999;0;714.43;1.04;0.00;612.11;DEFAULT_VEHTYPE;;12;491.00;1084925.32;1914.01;12.78;426.45;16.36;0.00;351724.26
3288.00;10873191#5_2;21.02;24.54;2721.00;0.39;690516091#0_0;5.10;25.14;tripinfo_1179 emissions_1179 ssm_1179 fcd_1179;567.00;1179;0;714.43;0.90;0.00;536.79;DEFAULT_VEHTYPE;;8;423.00;955251.22;1833.83;12.32;374.19;19.70;0.00;309684.87
3290.00;305873958#3-AddedOnRampEdge_0;99.87;19.77;2315.00;617.50;29181613#1_4;5.10;0.21;tripinfo_918 emissions_918 ssm_918 fcd_918;975.00;918;0;477.81;0.94;0.00;952.96;DEFAULT_VEHTYPE;;52;806.00;1593790.65;1007.49;6.69;619.19;13.37;0.00;516695.43
3290.00;10873191#5_2;21.02;28.08;2875.00;0.28;690516091#0_0;5.10;29.74;tripinfo_1040 emissions_1040 ssm_1040 fcd_1040;415.00;1040;0;714.43;1.07;0.00;389.43;DEFAULT_VEHTYPE;;7;304.00;775689.04;2622.27;17.52;302.12;19.30;0.00;251470.55
3292.00;10873191#5_2;21.02;28.36;2851.00;0.31;690516091#0_0;5.10;33.48;tripinfo_1038 emissions_1038 ssm_1038 fcd_1038;441.00;1038;0;714.43;1.21;0.00;418.25;DEFAULT_VEHTYPE;;9;363.00;834854.20;2847.99;19.04;329.22;19.80;0.00;270651.69
3293.00;192591565#2_0;258.68;26.60;2496.00;0.36;28718647#1_0;5.10;22.31;tripinfo_107 emissions_107 ssm_107 fcd_107;797.00;107;0;1006.64;1.00;0.00;754.28;DEFAULT_VEHTYPE;;18;626.00;1384652.06;2833.38;18.91;540.01;26.48;0.00;448892.50
3294.00;10873191#5_2;21.02;28.29;2741.00;0.99;690516091#0_0;5.10;32.39;tripinfo_1047 emissions_1047 ssm_1047 fcd_1047;553.00;1047;0;714.43;1.17;0.00;529.89;DEFAULT_VEHTYPE;;7;430.00;971457.68;2495.71;16.62;381.28;17.92;0.00;314937.59
3295.00;192591565#2_0;258.68;27.59;2512.00;0.99;690516091#0_0;5.10;27.94;tripinfo_1273 emissions_1273 ssm_1273 fcd_1273;783.00;1273;0;903.69;1.01;0.00;748.75;DEFAULT_VEHTYPE;;17;622.00;1357908.79;2871.91;19.24;530.84;25.04;0.00;440222.31
3295.00;305873958#3-AddedOnRampEdge_2;99.87;21.40;3254.00;0.16;28718647#1_0;5.10;22.34;tripinfo_305 emissions_305 ssm_305 fcd_305;41.00;305;0;775.35;1.01;0.00;6.01;DEFAULT_VEHTYPE;;0;0.00;169881.70;1979.23;13.28;65.31;19.37;0.00;55072.93
3296.00;10873193#2_0;224.37;23.57;2796.00;0.87;50211834#0_0;5.10;29.99;tripinfo_1571 emissions_1571 ssm_1571 fcd_1571;500.00;1571;0;822.42;1.08;0.00;466.77;DEFAULT_VEHTYPE;;7;399.00;872584.75;2075.37;13.95;343.09;20.33;0.00;282884.80
3297.00;192591565#2_0;258.68;25.73;2584.00;0.60;690516091#0_0;5.10;26.78;tripinfo_1336 emissions_1336 ssm_1336 fcd_1336;713.00;1336;0;903.69;0.96;0.00;676.78;DEFAULT_VEHTYPE;;12;529.00;1235071.37;2686.53;17.99;481.54;24.41;0.00;400399.46
3297.00;10873191#5_2;21.02;28.44;2697.00;0.53;690516091#0_0;5.10;29.19;tripinfo_1055 emissions_1055 ssm_1055 fcd_1055;600.00;1055;0;714.43;1.05;0.00;574.32;DEFAULT_VEHTYPE;;9;472.00;1043496.19;2539.29;17.02;412.24;20.61;0.00;338292.77
3298.00;10873193#2_0;224.37;24.73;2800.00;0.64;50211834#0_1;5.10;31.26;tripinfo_1414 emissions_1414 ssm_1414 fcd_1414;498.00;1414;0;822.42;1.13;0.00;465.77;DEFAULT_VEHTYPE;;5;394.00;869787.20;2309.03;15.58;344.18;22.73;0.00;281978.05
3305.00;10873193#2_0;224.37;23.32;1869.00;388.80;29181613#1_4;5.10;0.91;tripinfo_376 emissions_376 ssm_376 fcd_376;1436.00;376;0;791.06;1.06;0.00;1402.96;DEFAULT_VEHTYPE;;63;1166.00;2327070.57;2053.58;13.67;916.38;22.12;0.00;754419.98
3307.00;192591565#2_0;258.68;26.83;534.00;0.58;29181613#1_4;5.10;19.83;tripinfo_743 emissions_743 ssm_743 fcd_743;2773.00;743;0;487.15;0.98;0.00;2754.06;DEFAULT_VEHTYPE;;25;2673.00;4358245.88;2122.33;14.11;1742.07;15.31;0.00;1412916.48
