tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
262.00;10873193#2_0;224.37;22.49;168.00;0.24;29181613#1_0;5.10;28.74;tripinfo_565 emissions_565 ssm_565 fcd_565;94.00;565;0;791.06;1.03;0.00;61.16;DEFAULT_VEHTYPE;;1;30.00;280109.67;2307.64;15.40;104.93;19.45;0.00;90807.42
266.00;10873191#5_3;21.02;13.91;187.00;0.93;50211834#0_1;5.10;28.24;tripinfo_1813 emissions_1813 ssm_1813 fcd_1813;79.00;1813;0;640.31;1.02;0.00;54.32;DEFAULT_VEHTYPE;;3;25.00;228582.69;1510.30;10.08;80.27;13.94;0.00;74103.05
267.00;10873191#5_1;21.02;14.33;122.00;0.09;50211834#0_1;5.10;26.05;tripinfo_1832 emissions_1832 ssm_1832 fcd_1832;145.00;1832;0;643.12;0.94;0.00;117.57;DEFAULT_VEHTYPE;;4;79.00;349047.47;1592.20;10.60;124.81;15.56;0.00;113156.61
267.00;10873191#5_2;21.02;15.25;155.00;0.43;50211834#0_1;5.10;27.36;tripinfo_1842 emissions_1842 ssm_1842 fcd_1842;112.00;1842;0;640.31;0.98;0.00;86.94;DEFAULT_VEHTYPE;;2;54.00;306083.09;1902.33;12.72;111.96;17.38;0.00;99228.08
267.00;10873193#2_0;224.37;18.56;188.00;0.47;29181613#1_0;5.10;24.77;tripinfo_377 emissions_377 ssm_377 fcd_377;79.00;377;0;791.06;0.89;0.00;40.50;DEFAULT_VEHTYPE;;1;21.00;229147.12;1835.99;12.25;85.69;18.10;0.00;74286.20
267.00;305873958#3-AddedOnRampEdge_0;99.87;24.29;245.00;0.29;29181613#1_1;5.10;30.65;tripinfo_818 emissions_818 ssm_818 fcd_818;22.00;818;0;477.81;1.10;0.00;3.53;DEFAULT_VEHTYPE;;0;0.00;121229.01;1779.27;11.89;49.81;12.10;0.00;39300.25
268.00;10873193#2_0;224.37;21.59;183.00;0.58;29181613#1_0;5.10;28.97;tripinfo_456 emissions_456 ssm_456 fcd_456;85.00;456;0;791.06;1.04;0.00;52.08;DEFAULT_VEHTYPE;;2;24.00;270120.74;2239.35;14.94;100.69;18.80;0.00;87569.04
270.00;192591565#2_0;258.68;27.87;246.00;0.25;29181613#1_2;5.10;19.55;tripinfo_582 emissions_582 ssm_582 fcd_582;24.00;582;0;523.09;1.03;0.00;4.52;DEFAULT_VEHTYPE;;0;0.00;194622.71;3069.58;20.43;82.30;17.21;0.00;63092.84
273.00;192591565#2_0;258.68;28.01;249.00;0.81;29181613#1_1;5.10;28.43;tripinfo_914 emissions_914 ssm_914 fcd_914;24.00;914;0;523.09;1.02;0.00;3.60;DEFAULT_VEHTYPE;;0;0.00;142808.99;2143.11;14.38;59.03;15.81;0.00;46296.14
283.00;10873193#2_2;224.37;23.75;221.00;0.35;29181613#1_2;5.10;19.32;tripinfo_408 emissions_408 ssm_408 fcd_408;62.00;408;0;791.06;1.07;0.00;29.36;DEFAULT_VEHTYPE;;0;0.00;301430.36;3201.03;21.26;112.49;23.11;0.00;97718.42
285.00;10873193#2_1;224.37;21.11;218.00;0.02;29181613#1_0;5.10;29.59;tripinfo_543 emissions_543 ssm_543 fcd_543;67.00;543;0;791.06;1.06;0.00;34.36;DEFAULT_VEHTYPE;;2;4.00;272571.85;2520.13;16.79;98.21;19.96;0.00;88363.26
285.00;10873193#2_2;224.37;21.65;241.00;0.20;29181613#1_0;5.10;27.90;tripinfo_533 emissions_533 ssm_533 fcd_533;44.00;533;0;791.06;1.00;0.00;10.05;DEFAULT_VEHTYPE;;0;0.00;209513.05;2548.12;17.04;81.28;21.24;0.00;67920.61
287.00;10873193#2_0;224.37;17.71;201.00;0.57;29181613#1_0;5.10;23.16;tripinfo_502 emissions_502 ssm_502 fcd_502;86.00;502;0;791.06;0.83;0.00;44.17;DEFAULT_VEHTYPE;;2;17.00;263619.57;1812.57;12.10;93.01;19.96;0.00;85461.54
288.00;10873193#2_0;224.37;20.54;221.00;0.73;29181613#1_1;5.10;26.46;tripinfo_400 emissions_400 ssm_400 fcd_400;67.00;400;0;791.06;0.95;0.00;31.09;DEFAULT_VEHTYPE;;1;2.00;261628.02;2386.94;15.86;93.87;19.07;0.00;84815.41
288.00;10873193#2_1;224.37;21.16;225.00;0.93;29181613#1_1;5.10;26.66;tripinfo_361 emissions_361 ssm_361 fcd_361;63.00;361;0;791.06;0.96;0.00;27.19;DEFAULT_VEHTYPE;;0;0.00;263117.74;2427.42;16.15;94.34;20.55;0.00;85298.36
288.00;192591565#2_0;258.68;27.83;264.00;0.20;29181613#1_1;5.10;28.01;tripinfo_805 emissions_805 ssm_805 fcd_805;24.00;805;0;523.09;1.01;0.00;4.24;DEFAULT_VEHTYPE;;0;0.00;146021.34;2181.08;14.55;60.43;13.85;0.00;47337.38
290.00;10873193#2_0;224.37;22.10;244.00;0.06;29181613#1_1;5.10;29.75;tripinfo_510 emissions_510 ssm_510 fcd_510;46.00;510;0;791.06;1.07;0.00;13.75;DEFAULT_VEHTYPE;;0;0.00;202607.77;2443.12;16.26;78.61;17.55;0.00;65681.98
291.00;192591565#2_0;258.68;28.27;151.00;0.60;28718647#1_0;5.10;23.46;tripinfo_317 emissions_317 ssm_317 fcd_317;140.00;317;0;1006.64;1.06;0.00;99.20;DEFAULT_VEHTYPE;;2;81.00;415459.32;3485.92;23.35;161.71;29.44;0.00;134686.28
291.00;305873958#3-AddedOnRampEdge_2;99.87;19.44;203.00;0.05;28718647#1_0;5.10;20.47;tripinfo_255 emissions_255 ssm_255 fcd_255;88.00;255;0;775.35;0.92;0.00;49.73;DEFAULT_VEHTYPE;;1;36.00;249471.27;1884.17;12.59;93.41;19.11;0.00;80875.21
291.00;305873958#3-AddedOnRampEdge_3;99.87;24.01;209.00;0.96;28718647#1_0;5.10;24.24;tripinfo_332 emissions_332 ssm_332 fcd_332;82.00;332;0;775.35;1.09;0.00;49.30;DEFAULT_VEHTYPE;;1;34.00;275497.32;2468.76;16.55;104.58;22.48;0.00;89312.29
291.00;10873191#5_2;21.02;23.81;221.00;0.47;690516091#0_0;5.10;24.83;tripinfo_1059 emissions_1059 ssm_1059 fcd_1059;70.00;1059;0;714.43;0.89;0.00;39.42;DEFAULT_VEHTYPE;;1;17.00;237744.64;2314.58;15.53;90.62;20.70;0.00;77073.26
294.00;192591565#2_0;258.68;26.23;180.00;0.48;28718647#1_0;5.10;21.68;tripinfo_136 emissions_136 ssm_136 fcd_136;114.00;136;0;1006.64;0.98;0.00;69.21;DEFAULT_VEHTYPE;;1;54.00;349907.29;3173.97;21.22;136.40;26.38;0.00;113434.91
294.00;305873958#3-AddedOnRampEdge_3;99.87;22.92;212.00;0.95;28718647#1_0;5.10;23.48;tripinfo_164 emissions_164 ssm_164 fcd_164;82.00;164;0;775.35;1.06;0.00;48.92;DEFAULT_VEHTYPE;;1;32.00;267345.17;2323.48;15.53;100.72;20.53;0.00;86669.40
294.00;10873191#5_2;21.02;25.80;220.00;0.97;690516091#0_0;5.10;26.90;tripinfo_1212 emissions_1212 ssm_1212 fcd_1212;74.00;1212;0;714.43;0.97;0.00;46.09;DEFAULT_VEHTYPE;;2;26.00;254580.94;2451.12;16.44;97.22;20.08;0.00;82531.24
294.00;305873958#3-AddedOnRampEdge_2;99.87;21.42;223.00;0.64;28718647#1_0;5.10;22.53;tripinfo_263 emissions_263 ssm_263 fcd_263;71.00;263;0;775.35;1.01;0.00;36.22;DEFAULT_VEHTYPE;;1;21.00;236490.14;2110.64;14.10;88.37;19.30;0.00;76666.56
296.00;305873958#3-AddedOnRampEdge_2;99.87;19.45;215.00;0.84;28718647#1_0;5.10;20.14;tripinfo_146 emissions_146 ssm_146 fcd_146;81.00;146;0;775.35;0.91;0.00;42.00;DEFAULT_VEHTYPE;;1;28.00;233126.00;1744.34;11.67;86.77;19.43;0.00;75576.26
296.00;10873191#5_2;21.02;27.89;235.00;0.15;690516091#0_0;5.10;30.46;tripinfo_1181 emissions_1181 ssm_1181 fcd_1181;61.00;1181;0;714.43;1.10;0.00;36.52;DEFAULT_VEHTYPE;;1;10.00;242254.18;2722.18;18.16;93.40;18.11;0.00;78534.52
296.00;305873958#3-AddedOnRampEdge_3;99.87;20.39;245.00;0.84;28718647#1_0;5.10;20.92;tripinfo_273 emissions_273 ssm_273 fcd_273;51.00;273;0;775.35;0.94;0.00;13.59;DEFAULT_VEHTYPE;;0;0.00;188790.25;1734.99;11.64;67.98;20.07;0.00;61202.90
298.00;10873191#5_2;21.02;25.35;237.00;0.80;690516091#0_0;5.10;25.61;tripinfo_942 emissions_942 ssm_942 fcd_942;61.00;942;0;714.43;0.92;0.00;31.88;DEFAULT_VEHTYPE;;3;11.00;235731.46;2347.06;15.71;89.30;20.26;0.00;76420.29
301.00;10873191#5_2;21.02;29.68;239.00;0.62;28718647#1_0;5.10;26.16;tripinfo_27 emissions_27 ssm_27 fcd_27;62.00;27;0;817.38;1.18;0.00;31.05;DEFAULT_VEHTYPE;;1;6.00;280692.98;3194.71;21.40;107.58;25.65;0.00;90995.79
305.00;10873191#5_2;21.02;29.98;180.00;0.72;690516091#0_0;5.10;31.89;tripinfo_1050 emissions_1050 ssm_1050 fcd_1050;125.00;1050;0;714.43;1.15;0.00;101.22;DEFAULT_VEHTYPE;;3;73.00;392889.46;3465.10;23.12;153.79;21.75;0.00;127368.75
307.00;10873191#5_2;21.02;29.40;228.00;0.50;690516091#0_0;5.10;30.52;tripinfo_962 emissions_962 ssm_962 fcd_962;79.00;962;0;714.43;1.10;0.00;53.63;DEFAULT_VEHTYPE;;3;29.00;294847.16;3048.46;20.43;114.13;21.62;0.00;95584.68
336.00;305873958#3-AddedOnRampEdge_3;99.87;21.26;276.00;0.39;690516091#0_0;5.10;28.11;tripinfo_1297 emissions_1297 ssm_1297 fcd_1297;60.00;1297;0;654.28;1.01;0.00;32.94;DEFAULT_VEHTYPE;;1;20.00;208848.37;1984.13;13.31;78.91;17.06;0.00;67705.51
339.00;305873958#3-AddedOnRampEdge_0;99.87;26.56;276.00;0.78;29181613#1_0;5.10;34.06;tripinfo_888 emissions_888 ssm_888 fcd_888;63.00;888;0;477.81;1.23;0.00;46.02;DEFAULT_VEHTYPE;;1;21.00;198200.33;1746.22;11.66;75.44;12.53;0.00;64253.47
340.00;192591565#2_0;258.68;27.87;279.00;0.55;29181613#1_1;5.10;28.20;tripinfo_616 emissions_616 ssm_616 fcd_616;61.00;616;0;523.09;1.02;0.00;40.83;DEFAULT_VEHTYPE;;1;21.00;218670.28;2255.72;15.06;85.30;15.54;0.00;70889.35
341.00;10873193#2_0;224.37;21.74;212.00;0.34;50211834#0_0;5.10;28.06;tripinfo_1557 emissions_1557 ssm_1557 fcd_1557;129.00;1557;0;825.23;1.01;0.00;93.32;DEFAULT_VEHTYPE;;2;74.00;332632.00;2277.02;15.25;126.31;20.42;0.00;107834.96
342.00;10873193#2_0;224.37;24.05;218.00;0.78;50211834#0_0;5.10;31.16;tripinfo_1587 emissions_1587 ssm_1587 fcd_1587;124.00;1587;0;822.42;1.12;0.00;92.26;DEFAULT_VEHTYPE;;3;65.00;336235.68;2521.28;16.88;127.58;20.29;0.00;109003.00
342.00;305873958#3-AddedOnRampEdge_0;99.87;22.60;260.00;0.01;29181613#1_0;5.10;28.67;tripinfo_697 emissions_697 ssm_697 fcd_697;82.00;697;0;477.81;1.03;0.00;61.99;DEFAULT_VEHTYPE;;2;47.00;214371.05;1402.12;9.39;80.89;11.95;0.00;69496.16
344.00;305873958#3-AddedOnRampEdge_0;99.87;25.00;285.00;0.82;29181613#1_1;5.10;32.34;tripinfo_607 emissions_607 ssm_607 fcd_607;59.00;607;0;477.81;1.16;0.00;40.55;DEFAULT_VEHTYPE;;2;26.00;193921.93;1870.80;12.45;76.59;12.58;0.00;62866.40
346.00;10873193#2_0;224.37;23.42;253.00;0.95;50211834#0_0;5.10;29.47;tripinfo_1460 emissions_1460 ssm_1460 fcd_1460;93.00;1460;0;825.23;1.06;0.00;59.54;DEFAULT_VEHTYPE;;3;33.00;283993.08;2197.64;14.79;104.42;22.33;0.00;92066.46
347.00;192591565#2_0;258.68;27.29;279.00;0.27;29181613#1_2;5.10;19.70;tripinfo_778 emissions_778 ssm_778 fcd_778;68.00;778;0;523.09;1.00;0.00;48.21;DEFAULT_VEHTYPE;;3;23.00;242529.53;2465.25;16.45;95.10;17.31;0.00;78624.26
348.00;10873193#2_0;224.37;24.04;218.00;0.12;50211834#0_2;5.10;30.48;tripinfo_1457 emissions_1457 ssm_1457 fcd_1457;130.00;1457;0;825.23;1.10;0.00;96.91;DEFAULT_VEHTYPE;;4;68.00;351564.92;2516.17;16.84;133.39;21.12;0.00;113972.50
349.00;305873958#3-AddedOnRampEdge_3;99.87;23.51;302.00;0.36;690516091#0_0;5.10;31.69;tripinfo_1338 emissions_1338 ssm_1338 fcd_1338;47.00;1338;0;654.28;1.14;0.00;23.21;DEFAULT_VEHTYPE;;1;4.00;237007.45;2952.67;19.62;93.34;17.64;0.00;76833.46
349.00;305873958#3-AddedOnRampEdge_2;99.87;20.77;308.00;0.64;690516091#0_0;5.10;26.75;tripinfo_1289 emissions_1289 ssm_1289 fcd_1289;41.00;1289;0;654.28;0.96;0.00;12.42;DEFAULT_VEHTYPE;;0;0.00;176558.28;1844.86;12.38;64.81;16.95;0.00;57237.32
351.00;305873958#3-AddedOnRampEdge_3;99.87;24.89;316.00;0.04;690516091#0_0;5.10;31.21;tripinfo_1299 emissions_1299 ssm_1299 fcd_1299;35.00;1299;0;654.28;1.12;0.00;10.81;DEFAULT_VEHTYPE;;0;0.00;175230.87;2246.69;15.04;68.29;16.05;0.00;56806.83
353.00;10873193#2_0;224.37;19.59;225.00;0.02;50211834#0_2;5.10;25.77;tripinfo_1686 emissions_1686 ssm_1686 fcd_1686;128.00;1686;0;822.42;0.93;0.00;89.43;DEFAULT_VEHTYPE;;2;52.00;304816.83;1708.24;11.46;111.54;19.13;0.00;98817.66
354.00;10873193#2_0;224.37;23.28;267.00;0.56;50211834#0_1;5.10;29.68;tripinfo_1689 emissions_1689 ssm_1689 fcd_1689;87.00;1689;0;822.42;1.07;0.00;54.40;DEFAULT_VEHTYPE;;3;24.00;281306.96;2428.60;16.21;104.43;20.00;0.00;91195.25
355.00;305873958#3-AddedOnRampEdge_0;99.87;24.42;281.00;0.29;29181613#1_2;5.10;19.09;tripinfo_759 emissions_759 ssm_759 fcd_759;74.00;759;0;477.81;1.11;0.00;55.06;DEFAULT_VEHTYPE;;1;18.00;229566.62;2010.76;13.38;87.68;14.65;0.00;74421.98
358.00;305873958#3-AddedOnRampEdge_3;99.87;19.06;320.00;0.26;690516091#0_0;5.10;25.27;tripinfo_1232 emissions_1232 ssm_1232 fcd_1232;38.00;1232;0;654.28;0.91;0.00;7.79;DEFAULT_VEHTYPE;;0;0.00;161154.93;1719.16;11.56;59.68;17.27;0.00;52243.96
359.00;10873193#2_0;224.37;20.01;288.00;0.47;50211834#0_0;5.10;26.01;tripinfo_1463 emissions_1463 ssm_1463 fcd_1463;71.00;1463;0;822.42;0.94;0.00;33.57;DEFAULT_VEHTYPE;;2;12.00;225636.17;1866.95;12.53;82.81;20.09;0.00;73147.94
359.00;192591565#2_0;258.68;27.43;303.00;0.08;29181613#1_0;5.10;27.84;tripinfo_652 emissions_652 ssm_652 fcd_652;56.00;652;0;523.09;1.00;0.00;36.04;DEFAULT_VEHTYPE;;1;9.00;214914.46;2263.17;15.10;82.97;15.66;0.00;69671.64
361.00;10873193#2_0;224.37;21.15;270.00;0.29;50211834#0_1;5.10;26.66;tripinfo_1474 emissions_1474 ssm_1474 fcd_1474;91.00;1474;0;825.23;0.96;0.00;54.26;DEFAULT_VEHTYPE;;7;26.00;259554.15;2024.14;13.55;97.53;19.54;0.00;84143.53
363.00;192591565#2_0;258.68;27.68;307.00;0.70;29181613#1_0;5.10;28.89;tripinfo_659 emissions_659 ssm_659 fcd_659;56.00;659;0;523.09;1.04;0.00;36.32;DEFAULT_VEHTYPE;;1;6.00;209312.80;2207.44;14.74;80.03;15.20;0.00;67855.59
374.00;10873193#2_2;224.37;22.29;273.00;0.08;29181613#1_0;5.10;28.82;tripinfo_501 emissions_501 ssm_501 fcd_501;101.00;501;0;791.06;1.04;0.00;67.18;DEFAULT_VEHTYPE;;4;36.00;309216.58;2451.43;16.36;114.81;20.37;0.00;100243.43
376.00;10873193#2_1;224.37;22.35;265.00;0.57;50211834#0_0;5.10;28.67;tripinfo_1530 emissions_1530 ssm_1530 fcd_1530;111.00;1530;0;822.42;1.03;0.00;75.70;DEFAULT_VEHTYPE;;5;22.00;340391.91;2534.69;16.93;124.33;22.15;0.00;110349.90
377.00;10873193#2_0;224.37;17.01;261.00;0.03;29181613#1_1;5.10;22.84;tripinfo_421 emissions_421 ssm_421 fcd_421;116.00;421;0;791.06;0.82;0.00;74.26;DEFAULT_VEHTYPE;;3;37.00;306539.42;1719.83;11.47;109.55;18.95;0.00;99375.69
378.00;10873193#2_1;224.37;19.93;281.00;0.47;29181613#1_1;5.10;26.49;tripinfo_355 emissions_355 ssm_355 fcd_355;97.00;355;0;791.06;0.95;0.00;60.89;DEFAULT_VEHTYPE;;2;23.00;299110.74;2473.87;16.44;111.61;19.54;0.00;96967.12
379.00;10873193#2_0;224.37;22.92;277.00;0.73;29181613#1_1;5.10;31.10;tripinfo_402 emissions_402 ssm_402 fcd_402;102.00;402;0;791.06;1.12;0.00;70.78;DEFAULT_VEHTYPE;;2;23.00;331529.82;2559.50;17.00;119.80;20.20;0.00;107476.79
381.00;305873958#3-AddedOnRampEdge_2;99.87;20.98;306.00;0.85;28718647#1_0;5.10;21.48;tripinfo_267 emissions_267 ssm_267 fcd_267;75.00;267;0;775.35;0.97;0.00;38.39;DEFAULT_VEHTYPE;;1;26.00;239984.21;2026.26;13.55;90.28;20.00;0.00;77799.43
382.00;305873958#3-AddedOnRampEdge_2;99.87;23.33;293.00;0.79;28718647#1_0;5.10;25.09;tripinfo_196 emissions_196 ssm_196 fcd_196;89.00;196;0;775.35;1.13;0.00;58.04;DEFAULT_VEHTYPE;;1;42.00;271484.63;2278.33;15.25;103.61;19.45;0.00;88011.45
384.00;305873958#3-AddedOnRampEdge_3;99.87;23.51;326.00;0.31;28718647#1_3;5.10;23.95;tripinfo_69 emissions_69 ssm_69 fcd_69;58.00;69;0;775.35;1.08;0.00;25.13;DEFAULT_VEHTYPE;;1;9.00;231939.82;2415.46;16.14;87.75;19.95;0.00;75191.17
384.00;305873958#3-AddedOnRampEdge_2;99.87;21.63;327.00;0.73;28718647#1_2;5.10;22.06;tripinfo_179 emissions_179 ssm_179 fcd_179;57.00;179;0;775.35;0.99;0.00;21.36;DEFAULT_VEHTYPE;;1;7.00;213062.95;2065.81;13.82;78.99;19.79;0.00;69071.67
388.00;305873958#3-AddedOnRampEdge_3;99.87;24.76;350.00;0.33;28718647#1_0;5.10;25.38;tripinfo_182 emissions_182 ssm_182 fcd_182;38.00;182;0;775.35;1.14;0.00;7.37;DEFAULT_VEHTYPE;;0;0.00;178676.99;2359.71;15.83;70.90;19.58;0.00;57924.05
396.00;10873191#5_3;21.02;14.24;224.00;0.41;50211834#0_2;5.10;29.58;tripinfo_1758 emissions_1758 ssm_1758 fcd_1758;172.00;1758;0;643.12;1.06;0.00;148.36;DEFAULT_VEHTYPE;;4;105.00;378125.70;1502.17;10.05;137.63;15.13;0.00;122583.84
396.00;10873191#5_0;21.02;14.33;228.00;0.58;50211834#0_0;5.10;24.05;tripinfo_1742 emissions_1742 ssm_1742 fcd_1742;168.00;1742;0;640.31;0.87;0.00;138.90;DEFAULT_VEHTYPE;;6;95.00;379266.88;1488.07;9.89;136.84;14.12;0.00;122953.34
396.00;10873191#5_2;21.02;13.91;244.00;0.82;690516091#0_0;5.10;27.54;tripinfo_1221 emissions_1221 ssm_1221 fcd_1221;152.00;1221;0;714.43;0.99;0.00;124.76;DEFAULT_VEHTYPE;;4;97.00;352648.17;1832.60;12.27;131.25;16.16;0.00;114324.28
397.00;10873191#5_1;21.02;15.58;233.00;0.61;690516091#0_0;5.10;28.03;tripinfo_1097 emissions_1097 ssm_1097 fcd_1097;164.00;1097;0;714.43;1.01;0.00;136.99;DEFAULT_VEHTYPE;;6;93.00;384957.23;2051.61;13.77;144.05;18.52;0.00;124798.41
397.00;10873193#2_0;224.37;19.19;330.00;0.90;50211834#0_0;5.10;25.40;tripinfo_1704 emissions_1704 ssm_1704 fcd_1704;67.00;1704;0;825.23;0.91;0.00;27.31;DEFAULT_VEHTYPE;;1;15.00;215964.15;1883.96;12.67;80.41;21.51;0.00;70012.50
398.00;10873191#5_3;21.02;15.83;164.00;0.98;28718647#1_0;5.10;24.15;tripinfo_19 emissions_19 ssm_19 fcd_19;234.00;19;0;817.38;1.09;0.00;200.67;DEFAULT_VEHTYPE;;9;149.00;481063.90;1819.41;12.22;180.78;20.55;0.00;155955.81
398.00;10873191#5_2;21.02;14.50;186.00;0.73;690516091#0_0;5.10;27.98;tripinfo_1020 emissions_1020 ssm_1020 fcd_1020;212.00;1020;0;714.43;1.01;0.00;185.72;DEFAULT_VEHTYPE;;6;130.00;441159.96;1694.73;11.37;163.61;16.88;0.00;143019.05
398.00;10873191#5_1;21.02;14.90;345.00;0.30;50211834#0_0;5.10;24.80;tripinfo_1865 emissions_1865 ssm_1865 fcd_1865;53.00;1865;0;643.12;0.89;0.00;24.64;DEFAULT_VEHTYPE;;1;2.00;193988.04;1635.30;10.93;68.95;16.86;0.00;62887.89
400.00;10873191#5_3;21.02;16.26;360.00;0.88;50211834#0_0;5.10;30.10;tripinfo_1747 emissions_1747 ssm_1747 fcd_1747;40.00;1747;0;643.12;1.08;0.00;16.30;DEFAULT_VEHTYPE;;0;0.00;177371.78;1980.82;13.29;66.56;17.35;0.00;57501.07
417.00;10873191#5_2;21.02;30.57;263.00;0.71;690516091#0_0;5.10;31.07;tripinfo_1148 emissions_1148 ssm_1148 fcd_1148;154.00;1148;0;714.43;1.12;0.00;129.39;DEFAULT_VEHTYPE;;2;105.00;420458.97;3408.61;22.80;167.73;22.14;0.00;136307.03
422.00;10873191#5_2;21.02;23.53;303.00;0.37;690516091#0_3;5.10;24.64;tripinfo_959 emissions_959 ssm_959 fcd_959;119.00;959;0;714.43;0.89;0.00;89.03;DEFAULT_VEHTYPE;;2;62.00;304320.81;2158.15;14.39;116.24;16.56;0.00;98656.69
424.00;10873191#5_2;21.02;27.74;311.00;0.83;690516091#0_0;5.10;27.91;tripinfo_1197 emissions_1197 ssm_1197 fcd_1197;113.00;1197;0;714.43;1.00;0.00;85.82;DEFAULT_VEHTYPE;;1;68.00;317447.42;2731.13;18.26;126.11;19.72;0.00;102911.97
425.00;10873191#5_2;21.02;28.97;354.00;0.91;28718647#1_0;5.10;24.21;tripinfo_49 emissions_49 ssm_49 fcd_49;71.00;49;0;817.38;1.09;0.00;38.00;DEFAULT_VEHTYPE;;2;18.00;264042.87;2902.28;19.41;104.31;23.27;0.00;85598.48
427.00;10873191#5_2;21.02;30.02;364.00;0.71;28718647#1_0;5.10;24.44;tripinfo_50 emissions_50 ssm_50 fcd_50;63.00;50;0;817.38;1.10;0.00;30.02;DEFAULT_VEHTYPE;;1;10.00;263860.82;3241.18;21.63;106.43;23.01;0.00;85539.09
434.00;10873191#5_2;21.02;19.71;299.00;0.39;690516091#0_0;5.10;20.38;tripinfo_1034 emissions_1034 ssm_1034 fcd_1034;135.00;1034;0;714.43;0.73;0.00;98.23;DEFAULT_VEHTYPE;;5;73.00;302790.18;1422.01;9.53;111.03;17.23;0.00;98160.72
434.00;305873958#3-AddedOnRampEdge_3;99.87;22.04;398.00;0.05;690516091#0_0;5.10;28.61;tripinfo_1383 emissions_1383 ssm_1383 fcd_1383;36.00;1383;0;654.28;1.03;0.00;9.25;DEFAULT_VEHTYPE;;0;0.00;176608.32;2047.63;13.79;66.48;18.73;0.00;57253.64
436.00;10873191#5_2;21.02;24.28;343.00;0.43;690516091#0_0;5.10;30.19;tripinfo_1185 emissions_1185 ssm_1185 fcd_1185;93.00;1185;0;714.43;1.09;0.00;67.80;DEFAULT_VEHTYPE;;1;43.00;292193.95;2425.97;16.26;109.06;18.82;0.00;94725.00
438.00;10873191#5_2;21.02;28.86;319.00;0.94;690516091#0_0;5.10;32.75;tripinfo_1044 emissions_1044 ssm_1044 fcd_1044;119.00;1044;0;714.43;1.18;0.00;95.82;DEFAULT_VEHTYPE;;4;68.00;351368.86;2990.38;20.08;136.69;21.19;0.00;113908.49
454.00;305873958#3-AddedOnRampEdge_3;99.87;20.54;418.00;0.09;690516091#0_0;5.10;26.98;tripinfo_1356 emissions_1356 ssm_1356 fcd_1356;36.00;1356;0;654.28;0.97;0.00;8.32;DEFAULT_VEHTYPE;;0;0.00;157330.15;1745.33;11.77;58.89;17.93;0.00;51004.07
470.00;305873958#3-AddedOnRampEdge_3;99.87;24.15;430.00;0.33;28718647#1_0;5.10;24.17;tripinfo_207 emissions_207 ssm_207 fcd_207;40.00;207;0;775.35;1.09;0.00;7.16;DEFAULT_VEHTYPE;;0;0.00;184834.23;2278.31;15.32;71.97;21.97;0.00;59920.30
472.00;305873958#3-AddedOnRampEdge_2;99.87;18.47;398.00;0.05;28718647#1_0;5.10;19.39;tripinfo_94 emissions_94 ssm_94 fcd_94;74.00;94;0;775.35;0.87;0.00;33.94;DEFAULT_VEHTYPE;;1;22.00;215666.59;1577.73;10.56;78.57;19.17;0.00;69916.17
488.00;305873958#3-AddedOnRampEdge_2;99.87;22.50;447.00;0.11;28718647#1_0;5.10;22.56;tripinfo_258 emissions_258 ssm_258 fcd_258;41.00;258;0;775.35;1.02;0.00;6.22;DEFAULT_VEHTYPE;;0;0.00;167869.87;1912.33;12.88;64.15;20.64;0.00;54420.83
489.00;10873193#2_0;224.37;17.53;398.00;0.19;50211834#0_0;5.10;23.37;tripinfo_1488 emissions_1488 ssm_1488 fcd_1488;91.00;1488;0;825.23;0.84;0.00;48.02;DEFAULT_VEHTYPE;;1;35.00;240609.27;1665.65;11.18;89.61;20.23;0.00;78002.48
490.00;10873193#2_0;224.37;19.39;411.00;0.78;50211834#0_0;5.10;28.75;tripinfo_1410 emissions_1410 ssm_1410 fcd_1410;79.00;1410;0;825.23;1.03;0.00;44.38;DEFAULT_VEHTYPE;;1;25.00;238413.32;1959.25;13.13;88.64;19.06;0.00;77290.29
492.00;10873193#2_0;224.37;21.71;439.00;0.42;50211834#0_0;5.10;27.67;tripinfo_1684 emissions_1684 ssm_1684 fcd_1684;53.00;1684;0;822.42;1.00;0.00;16.97;DEFAULT_VEHTYPE;;0;0.00;212174.85;2224.18;14.87;79.15;20.45;0.00;68783.68
495.00;10873193#2_0;224.37;18.00;430.00;0.36;50211834#0_0;5.10;23.12;tripinfo_1508 emissions_1508 ssm_1508 fcd_1508;65.00;1508;0;825.23;0.83;0.00;22.03;DEFAULT_VEHTYPE;;1;6.00;197546.83;1549.23;10.40;70.98;20.05;0.00;64041.89
